aperio_slide,frame_id,x,y,tissue_frac,reg_ok,ecc_score,lab_L,lab_a,lab_b,lab_total,ssim,psnr,mae
A16,06D,1027,864,0.52,True,0.98594,9.2546,4.45379,8.27028,21.97867,0.79884,21.44908,16.64586
A16,07A,0,0,0.344,True,0.97443,11.55398,3.76242,4.30548,19.62189,0.82752,22.52856,15.01114
A16,07A,512,0,0.431,True,0.97443,11.3122,4.49224,5.48815,21.29259,0.71925,21.35892,17.36472
A16,07A,1024,0,0.446,True,0.97443,10.11083,4.42333,5.81706,20.35122,0.69235,20.86245,17.62452
A16,07A,1027,0,0.446,True,0.97443,11.02642,4.28683,5.75484,21.06809,0.68858,19.2985,18.65216
A16,07A,0,512,0.419,True,0.97443,12.81843,4.77503,5.31439,22.90785,0.79595,21.27689,16.60462
A16,07A,512,512,0.468,True,0.97443,11.97027,4.66391,6.0402,22.67439,0.69948,20.91245,18.32099
A16,07A,1024,512,0.474,True,0.97443,10.71752,4.81578,6.27951,21.8128,0.66563,20.37566,18.95517
A16,07A,1027,512,0.474,True,0.97443,11.07929,4.7249,6.24303,22.04721,0.66323,19.50978,19.58278
A16,07A,0,864,0.383,True,0.97443,12.94149,4.40911,4.57736,21.92796,0.80917,20.8182,16.55568
A16,07A,512,864,0.466,True,0.97443,11.88987,4.82109,5.94982,22.66078,0.70868,20.94548,18.30118
A16,07A,1024,864,0.47,True,0.97443,10.85965,4.90424,6.21627,21.98016,0.68703,20.67035,18.37066
A16,07A,1027,864,0.47,True,0.97443,11.06235,4.88986,6.20486,22.15707,0.68591,20.2861,18.65639
A16,07B,0,0,0.469,True,0.969,10.24507,5.48016,6.52435,22.24959,0.75559,21.57432,16.06158
A16,07B,512,0,0.451,True,0.969,11.04666,4.32859,6.73858,22.11382,0.76915,21.31862,16.88491
A16,07B,1024,0,0.466,True,0.969,10.70896,3.86224,6.57264,21.14383,0.72152,20.78982,18.23134
A16,07B,1027,0,0.467,True,0.969,11.35668,3.70923,6.52389,21.58979,0.71752,19.40437,19.18176
A16,07B,0,512,0.482,True,0.969,11.23576,4.79146,6.91514,22.94235,0.7754,20.77558,17.5216
A16,07B,512,512,0.502,True,0.969,11.51834,4.9401,7.43147,23.8899,0.76734,21.11238,17.31897
A16,07B,1024,512,0.477,True,0.969,10.79745,4.00941,6.8601,21.66697,0.72477,20.75625,18.3588
A16,07B,1027,512,0.477,True,0.969,11.02069,3.92516,6.82413,21.76998,0.72245,20.00313,18.8568
A16,07B,0,864,0.459,True,0.969,11.16507,4.42171,6.5807,22.16748,0.78254,20.76041,17.07503
A16,07B,512,864,0.499,True,0.969,12.34679,4.44806,7.32076,24.11561,0.75917,20.19659,18.21321
A16,07B,1024,864,0.48,True,0.969,11.99099,3.90353,6.80406,22.69858,0.7341,19.44474,19.02626
A16,07B,1027,864,0.48,True,0.969,12.06677,3.84484,6.78684,22.69845,0.733,19.28088,19.18996
A16,07C,0,0,0.442,True,0.96935,16.09779,4.88919,5.14878,26.13576,0.78757,17.6783,19.90733
A16,07C,512,0,0.446,True,0.96935,13.4811,4.59083,5.20834,23.28026,0.70539,18.85752,20.25815
A16,07C,1024,0,0.489,True,0.96935,11.81886,4.84427,6.22816,22.89128,0.67366,19.43532,19.65205
A16,07C,1027,0,0.489,True,0.96935,11.7816,4.84328,6.22959,22.85448,0.67389,19.43673,19.65318
A16,07C,0,512,0.47,True,0.96935,15.4527,5.60695,5.84316,26.90281,0.78356,18.72238,19.02022
A16,07C,512,512,0.462,True,0.96935,12.61532,4.90001,5.58566,23.10098,0.70139,20.60937,19.03065
A16,07C,1024,512,0.483,True,0.96935,11.22143,5.1686,5.92866,22.3187,0.64699,20.33471,19.29146
A16,07C,1027,512,0.483,True,0.96935,11.23102,5.17111,5.93776,22.3399,0.64682,20.33541,19.28561
A16,07C,0,864,0.5,True,0.96935,16.41197,5.53874,6.35036,28.30107,0.77124,18.21238,20.0444
A16,07C,512,864,0.525,True,0.96935,13.03405,5.23777,6.67272,24.94454,0.67343,20.36285,19.586
A16,07C,1024,864,0.497,True,0.96935,12.03565,4.79552,6.25488,23.08604,0.65861,20.05798,20.01682
A16,07C,1027,864,0.497,True,0.96935,12.043,4.7776,6.27065,23.09125,0.65868,20.0565,20.01923
A16,07D,0,0,0.494,True,0.96501,12.88431,4.73714,6.92927,24.55072,0.7573,19.24013,18.96347
A16,07D,512,0,0.492,True,0.96501,11.99407,4.39735,6.98138,23.37279,0.74731,20.87232,18.05741
A16,07D,1024,0,0.487,True,0.96501,11.50197,3.83973,6.75492,22.09662,0.71161,20.57507,19.00321
A16,07D,1027,0,0.487,True,0.96501,11.53679,3.84082,6.76883,22.14644,0.71061,20.56483,19.01737
A16,07D,0,512,0.489,True,0.96501,13.1125,4.97836,6.67207,24.76294,0.75682,18.99683,18.77758
A16,07D,512,512,0.463,True,0.96501,12.21378,4.2736,6.39241,22.87979,0.76869,20.63359,18.20238
A16,07D,1024,512,0.486,True,0.96501,11.58556,4.1367,6.51811,22.24038,0.7109,20.39285,19.21341
A16,07D,1027,512,0.486,True,0.96501,11.65903,4.16295,6.50599,22.32797,0.7102,20.38217,19.23203
A16,07D,0,864,0.527,True,0.96501,14.11958,5.37429,7.51429,27.00816,0.74537,18.61212,19.60286
A16,07D,512,864,0.488,True,0.96501,12.50764,5.23937,6.44484,24.19185,0.73684,20.62225,18.46032
A16,07D,1024,864,0.481,True,0.96501,11.77375,4.48341,6.29802,22.55517,0.68813,20.17798,19.66312
A16,07D,1027,864,0.481,True,0.96501,11.72444,4.46059,6.28843,22.47346,0.68766,20.17088,19.67562
A16,08A,0,0,0.445,True,0.96307,11.3448,3.82165,6.29081,21.45725,0.73767,20.14358,18.79658
A16,08A,512,0,0.503,True,0.96307,10.53958,4.62935,7.92801,23.09694,0.77235,21.1437,17.01108
A16,08A,1024,0,0.483,True,0.96307,10.86251,4.34776,7.0625,22.27277,0.68635,20.20319,19.51104
A16,08A,1027,0,0.483,True,0.96307,10.98876,4.30265,7.05506,22.34648,0.6847,19.90833,19.75288
A16,08A,0,512,0.483,True,0.96307,10.14542,4.45763,7.03969,21.64274,0.72886,20.80819,17.90778
A16,08A,512,512,0.483,True,0.96307,10.88162,4.49785,7.37613,22.75559,0.79239,21.34006,16.76503
A16,08A,1024,512,0.447,True,0.96307,10.95626,4.21837,6.51461,21.68924,0.71384,20.54975,18.74923
A16,08A,1027,512,0.447,True,0.96307,11.01996,4.23421,6.52378,21.77795,0.71254,20.53622,18.77899
A16,08A,0,864,0.514,True,0.96307,10.13867,5.03397,7.76745,22.94009,0.72966,21.01931,17.68421
A16,08A,512,864,0.465,True,0.96307,11.04945,4.72763,6.87553,22.6526,0.75522,21.22162,16.93036
A16,08A,1024,864,0.42,True,0.96307,10.87661,4.08024,6.04428,21.00114,0.74648,21.04453,17.75215
A16,08A,1027,864,0.42,True,0.96307,10.94429,4.0994,6.05251,21.09619,0.74517,21.01687,17.79912
A16,08B,0,0,0.488,True,0.97014,10.8558,4.25984,7.27461,22.39025,0.65302,19.89591,20.15241
A16,08B,512,0,0.498,True,0.97014,9.0428,4.69539,7.91829,21.65647,0.77364,21.03357,17.3621
A16,08B,1024,0,0.468,True,0.97014,10.09773,4.46873,7.3932,21.95966,0.81111,21.62836,16.39075
A16,08B,1027,0,0.468,True,0.97014,10.1075,4.4121,7.36705,21.88665,0.81011,21.46989,16.50994
A16,08B,0,512,0.497,True,0.97014,11.47815,4.4198,7.21673,23.11468,0.63027,19.88633,20.41083
A16,08B,512,512,0.496,True,0.97014,9.76615,4.75655,7.7344,22.2571,0.74998,20.82312,17.78788
A16,08B,1024,512,0.491,True,0.97014,11.03354,4.76554,7.84451,23.64358,0.80311,21.53843,16.97614
A16,08B,1027,512,0.491,True,0.97014,11.04328,4.77661,7.8449,23.66479,0.80237,21.52571,17.00652
A16,08B,0,864,0.446,True,0.97014,10.85297,4.07426,6.37118,21.29841,0.66512,20.09686,19.22634
A16,08B,512,864,0.49,True,0.97014,10.24024,4.70804,7.48625,22.43452,0.76075,20.24561,17.64524
A16,08B,1024,864,0.457,True,0.97014,12.15833,4.17335,7.11314,23.44483,0.8116,19.9211,17.59167
A16,08B,1027,864,0.457,True,0.97014,12.23727,4.20883,7.11251,23.55861,0.8112,19.91095,17.6284
A16,08C,0,0,0.555,True,0.95632,12.89301,4.82407,7.7695,25.48658,0.68978,18.5349,20.79112
A16,08C,512,0,0.51,True,0.95632,13.17828,4.93363,7.70405,25.81596,0.77013,19.61156,18.0723
A16,08C,1024,0,0.497,True,0.95632,11.65519,4.61139,7.28261,23.54919,0.69811,19.49571,20.0097
A16,08C,1027,0,0.497,True,0.95632,11.7283,4.62569,7.29054,23.64452,0.69708,19.48571,20.03985
A16,08C,0,512,0.515,True,0.95632,11.72583,5.22117,7.23562,24.18262,0.70337,19.96248,18.96923
A16,08C,512,512,0.493,True,0.95632,12.38297,4.3562,7.51505,24.25421,0.7937,20.56323,18.11371
A16,08C,1024,512,0.515,True,0.95632,11.45815,4.8635,7.48414,23.80578,0.67142,19.8016,20.08982
A16,08C,1027,512,0.515,True,0.95632,11.50215,4.86188,7.49282,23.85685,0.66962,19.78127,20.1279
A16,08C,0,864,0.488,True,0.95632,11.61359,5.14506,6.9441,23.70275,0.69534,19.39939,19.2174
A16,08C,512,864,0.504,True,0.95632,12.53069,4.81794,7.69742,25.04604,0.80018,20.9258,17.46027
A16,08C,1024,864,0.505,True,0.95632,11.80929,4.82415,7.12344,23.75687,0.61876,19.04956,21.45241
A16,08C,1027,864,0.505,True,0.95632,11.81431,4.83355,7.12241,23.77027,0.61573,19.02168,21.51352
A16,08D,0,0,0.506,True,0.95065,11.14516,4.79685,7.36665,23.30866,0.62997,19.61735,20.6877
A16,08D,512,0,0.508,True,0.95065,9.95517,4.9617,7.86936,22.78623,0.75453,20.7632,17.90907
A16,08D,1024,0,0.487,True,0.95065,10.86247,4.83023,7.82271,23.51541,0.82329,21.70507,16.28771
A16,08D,1027,0,0.487,True,0.95065,10.77417,4.81956,7.82395,23.41767,0.82223,21.68662,16.32271
A16,08D,0,512,0.533,True,0.95065,11.58291,5.01351,7.65126,24.24768,0.46795,17.56817,25.09034
A16,08D,512,512,0.529,True,0.95065,10.65468,5.17685,8.06793,23.89946,0.77869,21.01637,17.60439
A16,08D,1024,512,0.516,True,0.95065,11.34427,5.14424,8.10413,24.59264,0.81249,21.38473,16.88894
A16,08D,1027,512,0.516,True,0.95065,11.34217,5.13944,8.09051,24.57212,0.81182,21.37387,16.91211
A16,08D,0,864,0.536,True,0.95065,11.72262,5.14549,7.63629,24.5044,0.46625,17.5772,24.74617
A16,08D,512,864,0.53,True,0.95065,10.79731,5.31588,8.06315,24.17634,0.75375,20.81057,17.95788
A16,08D,1024,864,0.496,True,0.95065,11.19383,5.12394,7.65823,23.97601,0.81804,21.61851,16.33516
A16,08D,1027,864,0.496,True,0.95065,11.28662,5.12481,7.65149,24.06292,0.81772,21.61231,16.34879
A16,09A,0,0,0.469,True,0.95248,11.43167,6.32252,6.0313,23.78549,0.7048,20.62027,18.26217
A16,09A,512,0,0.51,True,0.95248,11.11241,6.30557,6.93428,24.35225,0.68833,20.07495,18.81805
A16,09A,1024,0,0.528,True,0.95248,13.30479,5.99527,7.91927,27.21933,0.78701,19.80465,18.25791
A16,09A,1027,0,0.528,True,0.95248,14.39783,5.82172,7.85576,28.0753,0.78312,18.58991,19.26133
A16,09A,0,512,0.502,True,0.95248,11.62862,5.73121,6.48044,23.84027,0.72347,20.53196,18.2934
A16,09A,512,512,0.525,True,0.95248,11.59762,6.41049,7.04217,25.05027,0.65726,19.62061,19.91228
A16,09A,1024,512,0.525,True,0.95248,13.29715,6.20707,7.57167,27.07589,0.79473,20.73491,17.34303
A16,09A,1027,512,0.524,True,0.95248,14.19923,6.01538,7.4981,27.71271,0.79145,19.28369,18.33644
A16,09A,0,864,0.507,True,0.95248,12.50628,6.05319,6.53165,25.09111,0.71923,19.84824,18.86118
A16,09A,512,864,0.502,True,0.95248,12.74837,6.4956,6.33616,25.58013,0.64883,18.51287,20.50042
A16,09A,1024,864,0.462,True,0.95248,14.28198,5.64645,6.23435,26.16278,0.78312,18.60957,18.3811
A16,09A,1027,864,0.462,True,0.95248,15.17049,5.55133,6.20646,26.92829,0.78068,17.84236,19.19028
A16,09B,0,0,0.515,True,0.96219,12.58894,5.96784,7.2737,25.83047,0.8465,21.79075,16.00181
A16,09B,512,0,0.483,True,0.96219,11.51406,6.09745,6.4181,24.02961,0.74586,20.8164,17.64623
A16,09B,1024,0,0.488,True,0.96219,13.46556,6.35982,6.56542,26.39081,0.7514,18.97339,18.67972
A16,09B,1027,0,0.488,True,0.96219,14.50652,6.1771,6.50444,27.18805,0.7469,17.87872,19.7409
A16,09B,0,512,0.5,True,0.96219,12.98535,6.3221,6.83357,26.14102,0.84297,21.98549,15.60231
A16,09B,512,512,0.511,True,0.96219,12.04377,6.44465,6.66869,25.15711,0.72165,20.57543,18.20762
A16,09B,1024,512,0.508,True,0.96219,13.44078,6.57273,6.79634,26.80984,0.73694,19.63415,18.35892
A16,09B,1027,512,0.508,True,0.96219,14.61572,6.4237,6.74256,27.78199,0.73251,18.40041,19.3941
A16,09B,0,864,0.485,True,0.96219,14.98389,5.80444,6.13643,26.92476,0.81936,18.52353,17.96785
A16,09B,512,864,0.498,True,0.96219,14.66873,5.97055,6.0547,26.69398,0.68766,17.61622,20.75761
A16,09B,1024,864,0.516,True,0.96219,16.36677,6.69633,6.53482,29.59791,0.69415,16.77467,21.76307
A16,09B,1027,864,0.516,True,0.96219,17.48567,6.56977,6.49914,30.55459,0.68981,16.08155,22.80876
A16,09C,0,0,0.458,True,0.95767,12.63044,6.59926,4.965,24.19469,0.69124,20.84289,17.73499
A16,09C,512,0,0.463,True,0.95767,11.9349,6.66594,5.36142,23.96225,0.65307,20.11554,18.67453
A16,09C,1024,0,0.441,True,0.95767,13.14043,6.17681,5.38112,24.69837,0.75622,21.29246,16.21958
A16,09C,1027,0,0.44,True,0.95767,13.5352,6.14433,5.37496,25.05448,0.75519,20.78627,16.53935
A16,09C,0,512,0.461,True,0.95767,14.55643,5.84058,5.33098,25.72799,0.7225,20.6755,18.34699
A16,09C,512,512,0.44,True,0.95767,12.61943,6.83932,4.89345,24.3522,0.66587,20.59517,17.54765
A16,09C,1024,512,0.452,True,0.95767,14.0019,6.69078,5.71879,26.41147,0.76891,21.31307,16.26328
A16,09C,1027,512,0.45,True,0.95767,14.05828,6.70127,5.70764,26.4672,0.76945,21.31626,16.25425
A16,09C,0,864,0.44,True,0.95767,14.60923,6.26962,4.6279,25.50675,0.72852,20.83486,17.86246
A16,09C,512,864,0.453,True,0.95767,13.30002,7.23735,5.35895,25.89633,0.70495,20.6656,17.44126
A16,09C,1024,864,0.482,True,0.95767,15.16235,7.65043,6.32794,29.14071,0.7343,20.75904,17.52139
A16,09C,1027,864,0.482,True,0.95767,15.15214,7.64002,6.34938,29.14155,0.73456,20.75553,17.52927
A16,09D,0,0,0.445,True,0.96684,13.26673,6.35093,5.36401,24.98166,0.83049,22.09025,15.47693
A16,09D,512,0,0.491,True,0.96684,12.7765,7.17302,5.60129,25.5508,0.68018,20.84559,17.80237
A16,09D,1024,0,0.471,True,0.96684,12.67619,6.80321,5.91575,25.39515,0.73961,21.1935,16.64516
A16,09D,1027,0,0.47,True,0.96684,13.782,6.71183,5.87926,26.37309,0.73561,19.50589,17.66132
A16,09D,0,512,0.422,True,0.96684,14.02435,6.17287,4.91165,25.10887,0.84743,21.83957,15.26286
A16,09D,512,512,0.43,True,0.96684,12.79726,6.61229,4.79813,24.20769,0.71793,21.3739,16.4348
A16,09D,1024,512,0.307,True,0.96684,11.62501,4.94708,3.36757,19.93965,0.78521,22.56686,13.85812
A16,09D,1027,512,0.307,True,0.96684,12.08195,4.9108,3.35485,20.34759,0.78153,21.55907,14.33031
A16,09D,0,864,0.484,True,0.96684,15.41067,7.11331,6.13366,28.65763,0.84666,20.71646,16.52591
A16,09D,512,864,0.496,True,0.96684,14.32393,8.42601,5.67547,28.42541,0.70641,20.96972,17.53318
A16,09D,1024,864,0.464,True,0.96684,14.33974,7.99603,5.31898,27.65475,0.71963,20.34252,17.48482
A16,09D,1027,864,0.465,True,0.96684,14.50133,7.98609,5.32201,27.80944,0.71648,20.20338,17.63007
